Waste type,Initial pH ,Initial carbon to nitrogen,Initial moisture content (%),Compost time (day),pH,Temperature (℃),Moisture content (%),EC（ms/cm-1）,Ammonia(mg/kg,Nitrate(mg/kg),Total nitrogen (%),Change in total organiz carbon (%),Change in organic matter content (%),C/N,GI (%),NH4+-N (g/Kg),NO3--N (g/Kg),CO2 (g/Kg),CH4 (g/Kg),N2O (g/Kg),NH3 (g/Kg)
pig manure,7.72667,30.0,60.0,7.0,9.03825,52.90873148,59.90168484,,,,,,,,65.5719,,0.61939,,,,
pig manure,7.72667,30.0,60.0,14.0,8.29511,49.34460233,59.98431612,,,,,,,,68.0252,,0.479884,,,,
pig manure,7.72667,30.0,60.0,21.0,9.05631,45.29248585,60.98352683,,,,,,,,84.7507,,0.470984,,,,
pig manure,7.72667,30.0,60.0,28.0,9.43225,40.79638713,58.89145765,,,,,,,,80.4107,,0.609716,,,,
pig manure,7.72667,30.0,60.0,35.0,9.33579,34.00850376,57.50898906,,,,,,,,87.7483,,0.745585,,,,
pig manure,7.72667,30.0,60.0,42.0,9.38609,29.90701791,55.34454953,,,,,,,,99.2076,,0.904167,,,,
pig manure,7.72667,30.0,60.0,50.0,8.95023,29.41856178,55.00316089,,,,,,,,118.453,,,,,,
pig manure,7.83215,30.0,60.0,1.0,7.83215,38.21688323,60.0,,,,,,,30.0,43.6582,,0.352842,,,,
pig manure,7.83215,30.0,60.0,3.0,8.72645,45.49566688,57.50568995,,,,,,,,50.0724,,0.351164,,,,
pig manure,7.83215,30.0,60.0,7.0,8.99698,52.00284658,60.13566693,,,,,,,,49.1626,,0.503006,,,,
pig manure,7.83215,30.0,60.0,14.0,8.49691,49.81465708,59.334221,,,,,,,,60.4946,,0.366331,,,,
pig manure,7.83215,30.0,60.0,21.0,8.86368,45.83396705,61.13914253,,,,,,,,61.5485,,0.377272,,,,
pig manure,7.83215,30.0,60.0,28.0,9.24879,38.49370942,59.22233927,,,,,,,,80.8685,,0.533029,,,,
pig manure,7.83215,30.0,60.0,35.0,9.38165,32.19655824,57.67225384,,,,,,,,97.3651,,0.832973,,,,
pig manure,7.83215,30.0,60.0,42.0,9.58331,29.5749302,55.47747619,,,,,,,,114.727,,,,,,
pig manure,7.83215,30.0,60.0,50.0,8.83557,29.46606325,55.15939097,,,,,,,,121.659,,,,,,
pig manure,7.62577,30.0,60.0,1.0,7.62577,47.11907659,60.0,,,,,,,30.0,40.3254,,0.518151,,,,
pig manure,7.62577,30.0,60.0,3.0,8.68518,55.5443061,59.40581102,,,,,,,,54.2446,,0.507633,,,,
pig manure,7.62577,30.0,60.0,7.0,8.96028,53.65902845,60.80616943,,,,,,,,58.5506,,0.5538,,,,
pig manure,7.62577,30.0,60.0,14.0,8.85924,49.59383378,59.8957942,,,,,,,,78.9139,,0.351812,,,,
pig manure,7.62577,30.0,60.0,21.0,9.03796,44.89507142,60.50523295,,,,,,,,68.0356,,0.413606,,,,
pig manure,7.62577,30.0,60.0,28.0,9.45059,41.32302463,58.83205129,,,,,,,,72.4223,,0.439967,,,,
pig manure,7.62577,30.0,60.0,35.0,9.50549,36.60838327,57.15614673,,,,,,,,81.6173,,0.975875,,,,
pig manure,7.62577,30.0,60.0,42.0,9.67504,31.86270196,55.54317639,,,,,,,,95.0098,,,,,,
pig manure,7.62577,30.0,60.0,50.0,8.87685,30.84407084,55.32872484,,,,,,,,125.729,,,,,,
food waste,8.68704,22.0,60.0,5.00264,8.82639,43.0632,54.42985345,,,,,,,,0.0,4.25138,0.476466,,,,
food waste,8.68704,22.0,60.0,10.9656,8.96315,34.5173,51.11146152,,,,,,,,0.0,3.99569,0.544399,,,,
food waste,8.68704,22.0,60.0,18.9695,8.99811,26.1263,49.72138904,,,,,,,,0.39036,4.29693,0.389549,,,,
food waste,8.68704,22.0,60.0,27.0105,9.01566,25.9952,53.29582295,,,,,,,,7.30532,3.84701,0.359671,,,,
food waste,8.68704,22.0,60.0,34.9587,9.06193,23.4923,54.02271938,,,,,,,,9.87054,4.32502,0.417043,,,,
food waste,8.68704,22.0,60.0,42.9725,8.98721,22.6341,53.71718622,,,,,,,,33.3201,4.29928,0.313478,,,,0.810227
food waste,8.68704,22.0,60.0,49.9838,9.05088,25.8045,55.01238737,,,,,,,,34.7978,4.30882,0.321896,,,,
food waste,8.69226,22.0,60.0,4.94681,8.85947,43.7902,53.99008891,,,,,,,,4.76797,3.80165,0.491791,,,,
food waste,8.69226,22.0,60.0,10.9378,8.94226,34.1716,51.14541888,,,,,,,,0.139414,3.69324,0.499007,,,,
food waste,8.69226,22.0,60.0,18.9974,8.97722,26.8534,49.10374344,,,,,,,,26.7676,3.90121,0.332365,,,,
food waste,8.69226,22.0,60.0,26.9832,8.92426,27.5805,50.90578851,,,,,,,,13.3001,3.70168,0.318405,,,,
food waste,8.69226,22.0,60.0,34.9133,8.88697,30.7271,52.60149572,,,,,,,,35.9132,3.81049,0.613348,,,,0.687845
food waste,8.69226,22.0,60.0,42.9305,8.15073,23.1704,52.41748792,,,,,,,,51.0815,1.52827,,,,,0.243979
food waste,8.69226,22.0,60.0,49.9431,7.99417,24.7795,53.86049009,,,,,,,,98.1757,1.18921,,,,,0.322086
food waste,8.68268,22.0,60.0,5.03081,8.76111,42.4911,53.27876132,,,,,,,,5.63234,3.84681,0.416333,,,,
food waste,8.68268,22.0,60.0,10.9569,8.83955,33.9928,50.73092797,,,,,,,,36.0526,3.89552,0.437699,,,,
food waste,8.68268,22.0,60.0,19.0532,8.94937,27.1752,49.51415025,,,,,,,,53.4515,4.14768,0.286383,,,,
food waste,8.68268,22.0,60.0,26.8998,8.91033,25.8522,51.13485328,,,,,,,,54.6784,3.50333,0.369693,,,,
food waste,8.68268,22.0,60.0,34.9163,8.3151,28.2837,52.50403209,,,,,,,,47.2894,2.16084,,,,,0.252548
food waste,8.68268,22.0,60.0,42.9334,7.61802,25.1251,52.37492087,,,,,,,,72.6349,1.36134,,,,,0.387312
food waste,8.68268,22.0,60.0,49.9451,7.61031,29.0822,53.60569123,,,,,,,,99.0121,1.08218,,,,,0.394636
food waste,8.68268,22.0,60.0,4.94725,8.77678,43.6472,53.58111222,,,,,,,,36.1362,3.59446,0.391576,,,,
food waste,8.68268,22.0,60.0,11.0404,8.84739,33.4684,50.91269257,,,,,,,,35.7459,3.44579,0.426497,,,,
food waste,8.68268,22.0,60.0,18.9703,8.83969,26.2574,52.68868094,,,,,,,,50.6074,3.45345,0.416076,,,,
food waste,8.68268,22.0,60.0,26.9888,7.86843,27.1037,61.99538293,,,,,,,,66.1661,1.10251,,,,,0.222177
food waste,8.68268,22.0,60.0,34.9189,7.82157,23.1466,65.15058784,,,,,,,,107.238,0.800856,,,,,0.321559
food waste,8.68268,22.0,60.0,42.9336,7.57102,24.3147,63.3993391,,,,,,,,92.85,0.603293,,,,,0.305915
food waste,8.68268,22.0,60.0,49.945,7.62598,35.3039,63.11050751,,,,,,,,99.4304,0.261289,,,,,0.267232
sewage sludge,8.09596,20.0,60.0,1.03048,8.09596,37.9527,60.0,,,,,,,20.0,45.2182,1.79543,0.0612653,,0.00694694,0.000140939,
sewage sludge,8.09596,20.0,60.0,2.97519,8.23832,49.813,55.69544545,,,,,,,,66.6405,2.39495,0.0303225,,0.0309281,0.0,
sewage sludge,8.09596,20.0,60.0,5.99902,7.80922,31.3498,52.14885201,,,,,,,,62.1204,2.30248,0.0505742,,0.00232593,0.0,
sewage sludge,8.09596,20.0,60.0,9.02852,7.79974,31.1404,54.54454414,,,,,,,,64.0482,2.06594,0.0294669,,0.000839062,0.000177544,
sewage sludge,8.09596,20.0,60.0,11.9868,7.4126,28.2771,54.78512727,,,,,,,,76.54,0.952599,0.0526481,,0.000191257,0.00742356,
sewage sludge,8.09596,20.0,60.0,14.9762,6.89957,22.5061,54.67822576,,,,,,,,72.8429,0.894541,0.180223,,1.85e-05,0.00385671,
sewage sludge,8.09596,20.0,60.0,21.977,6.59055,21.8098,52.60864145,,,,,,,,83.9723,1.07888,0.226696,,,0.00123475,
sewage sludge,8.09596,20.0,60.0,32.0316,6.50192,20.3041,55.4226254,,,,,,,,97.1668,0.927109,0.245969,,,,
sewage sludge,8.09596,20.0,60.0,41.9888,6.50678,20.8521,53.25632657,,,,,,,,98.2879,0.876283,0.284575,,,,
sewage sludge,8.05171,20.0,60.0,1.02132,8.05171,37.5835,60.0,,,,,,,20.0,44.578,1.72799,0.0459168,,0.0033871,0.00018521,
sewage sludge,8.05171,20.0,60.0,2.96666,8.16078,53.5054,55.4861472,,,,,,,,62.5248,2.02101,0.0251673,,0.015899,0.0,
sewage sludge,8.05171,20.0,60.0,5.94007,7.85255,34.096,52.17500407,,,,,,,,64.1935,2.21072,0.0269073,,0.00191257,0.0,
sewage sludge,8.05171,20.0,60.0,9.02839,7.94934,34.925,53.75320341,,,,,,,,72.9659,1.81818,0.0273579,,0.000635466,0.000199457,
sewage sludge,8.05171,20.0,60.0,11.9549,7.28261,28.6232,53.58192727,,,,,,,,72.287,0.96728,0.068114,,5.55e-05,0.00520488,
sewage sludge,8.05171,20.0,60.0,15.0012,6.9315,22.9446,56.10908295,,,,,,,,76.1356,0.888575,0.185261,,1.85e-05,0.00302985,
sewage sludge,8.05171,20.0,60.0,21.9723,6.65805,20.2637,52.27070597,,,,,,,,89.0487,1.46612,0.283287,,,0.000930801,
sewage sludge,8.05171,20.0,60.0,32.0306,6.57216,21.0194,53.91290354,,,,,,,,101.45,0.99547,0.362665,,,,
sewage sludge,8.05171,20.0,60.0,41.9951,6.47166,21.3598,51.61010851,,,,,,,,101.886,0.870779,0.387563,,,,
poultry manure,7.56312,25.7,60.0,0.0151134,7.56312,30.78979034,60.0,,,,,,,25.7,26.2706,0.454282,0.117702,,,0.000183999,0.000812337
poultry manure,7.56312,25.7,60.0,9.98992,8.51922,49.55350769,53.24115292,,,,,,,24.8781,22.9923,0.718889,0.153927,,,0.0018795,0.129407
poultry manure,7.56312,25.7,60.0,20.0101,7.82156,31.88497046,52.6781188,,,,,,,24.0992,29.923,0.373719,0.113952,,,0.00139,0.0647036
poultry manure,7.56312,25.7,60.0,30.0227,7.88243,28.10780999,53.92029082,,,,,,,23.5053,53.4873,0.172468,0.279602,,,0.0031885,0.0460113
poultry manure,7.56312,25.7,60.0,40.005,7.76116,26.70832315,49.95938142,,,,,,,22.105,52.2992,0.203364,0.334115,,,0.00291501,0.018942
poultry manure,7.56312,25.7,60.0,50.0403,7.79012,26.98385831,51.04138791,,,,,,,21.1113,66.7547,0.12898,0.528839,,,0.0019885,0.0226306
poultry manure,7.56312,25.7,60.0,59.9849,7.57795,27.05098389,41.69961494,,,,,,,19.2284,73.4873,0.0933905,0.643845,,,0.002151,0.00425092
poultry manure,7.85583,27.1542,60.0,0.0151134,7.85583,28.66080008,60.0,,,,,,,27.1542,18.6359,0.448338,0.114655,,,0.000185004,0.00206258
poultry manure,7.85583,27.1542,60.0,9.99748,8.81194,49.52200818,59.5079918,,,,,,,25.6548,21.8042,0.534924,0.178781,,,0.0010935,0.0734558
poultry manure,7.85583,27.1542,60.0,19.927,8.36637,31.27233857,60.84024826,,,,,,,23.0679,33.2893,0.258585,0.172099,,,0.000769997,0.0191294
poultry manure,7.85583,27.1542,60.0,30.0756,8.20803,28.78828743,54.28501637,,,,,,,21.4594,55.2695,0.147751,0.46483,,,0.0026365,0.015754
poultry manure,7.85583,27.1542,60.0,40.005,8.33241,27.63443241,50.70829531,,,,,,,20.0062,75.6656,0.118577,0.590856,,,0.001216,0.012753
poultry manure,7.85583,27.1542,60.0,50.0252,8.02127,27.75716547,51.25811694,,,,,,,18.0606,88.7349,0.0987881,0.877022,,,0.00134851,0.00487591
poultry manure,7.85583,27.1542,60.0,60.0378,7.82908,27.73032129,46.04129587,,,,,,,15.5993,93.6854,0.0766533,0.959673,,,0.000982002,0.00418891
poultry manure,7.9432,28.8101,60.0,0.02267,7.9432,28.6922784,60.0,,,,,,,28.8101,21.8042,0.424091,0.117938,,,0.000177001,0.00168719
poultry manure,7.9432,28.8101,60.0,10.0126,9.0621,46.0866272,61.44907565,,,,,,,27.5288,29.3289,0.505046,0.219344,,,0.000829501,0.0623903
poultry manure,7.9432,28.8101,60.0,19.995,8.40279,31.98033304,62.56979796,,,,,,,24.6379,35.6656,0.21885,0.141384,,,0.000679001,0.0260066
poultry manure,7.9432,28.8101,60.0,30.0302,8.31086,29.18057368,56.81441236,,,,,,,22.1667,68.4488,0.116152,0.487105,,,0.0016735,0.018817
poultry manure,7.9432,28.8101,60.0,40.073,8.45813,27.81217011,52.88827786,,,,,,,17.729,78.3058,0.120297,0.638922,,,0.001532,0.0103773
poultry manure,7.9432,28.8101,60.0,50.063,8.25015,28.1375093,52.24841423,,,,,,,16.1403,95.7316,0.0980051,0.955334,,,0.000869499,0.00231328
poultry manure,7.9432,28.8101,60.0,60.0151,8.00832,27.73967955,46.63020173,,,,,,,14.3434,106.777,0.0600705,,,,0.000690002,0.00375079
poultry manure,7.56312,25.7,60.0,0.0151134,7.56312,27.92579064,60.0,,,,,,,25.7,26.2706,0.454282,0.117702,,,0.000183999,0.000812337
poultry manure,7.56312,25.7,60.0,9.98992,8.51922,50.0881739,54.50503931,,,,,,,24.8781,22.9923,0.718889,0.153927,,,0.0018795,0.129407
poultry manure,7.56312,25.7,60.0,20.0101,7.82156,30.64317201,55.62224548,,,,,,,24.0992,29.923,0.373719,0.113952,,,0.00139,0.0647036
poultry manure,7.56312,25.7,60.0,30.0227,7.88243,26.45084268,54.63885785,,,,,,,23.5053,53.4873,0.172468,0.279602,,,0.0031885,0.0460113
poultry manure,7.56312,25.7,60.0,40.005,7.76116,23.06849951,51.21954278,,,,,,,22.105,52.2992,0.203364,0.334115,,,0.00291501,0.018942
poultry manure,7.56312,25.7,60.0,50.0403,7.79012,23.53104101,53.0177752,,,,,,,21.1113,66.7547,0.12898,0.528839,,,0.0019885,0.0226306
poultry manure,7.56312,25.7,60.0,59.9849,7.57795,23.4303901,44.04717029,,,,,,,19.2284,73.4873,0.0933905,0.643845,,,0.002151,0.00425092
poultry manure,7.7185,26.8667,60.0,0.02267,7.7185,25.86469093,60.0,,,,,,,26.8667,20.022,0.451936,0.112544,,,0.000211002,0.00137505
poultry manure,7.7185,26.8667,60.0,10.0353,8.7394,45.61196271,59.19796165,,,,,,,25.0599,27.1507,0.618459,0.123447,,,0.00170949,0.0937738
poultry manure,7.7185,26.8667,60.0,20.0327,8.28609,30.62284271,60.00427958,,,,,,,23.3985,32.2992,0.30176,0.158969,,,0.001251,0.0460739
poultry manure,7.7185,26.8667,60.0,30.0453,8.10648,26.88611391,54.77918843,,,,,,,22.5303,60.418,0.16887,0.434585,,,0.0030735,0.0339456
poultry manure,7.7185,26.8667,60.0,40.0353,8.23924,24.06434737,51.35036982,,,,,,,21.6126,65.5666,0.148768,0.513248,,,0.00206,0.0156288
poultry manure,7.7185,26.8667,60.0,50.0554,8.06608,24.6946732,52.08569136,,,,,,,19.3529,82.9923,0.113336,0.736109,,,0.0017185,0.012441
poultry manure,7.7185,26.8667,60.0,60.0,7.79007,24.64258812,45.85855417,,,,,,,17.1363,89.1309,0.0977705,0.802344,,,0.001609,0.00762683
poultry manure,7.79297,28.1227,60.0,0.0302267,7.79297,27.17794103,60.0,,,,,,,28.1227,20.286,0.436136,0.11278,,,0.000177005,0.00268802
poultry manure,7.79297,28.1227,60.0,9.95214,8.98989,50.98553472,59.37985028,,,,,,,26.8612,32.3432,0.589832,0.152285,,,0.0013965,0.105026
poultry manure,7.79297,28.1227,60.0,20.0101,8.37152,31.10546827,60.61255388,,,,,,,24.823,32.0352,0.328041,0.112779,,,0.001174,0.0385719
poultry manure,7.79297,28.1227,60.0,30.0529,8.18868,26.68463899,55.55313689,,,,,,,24.6588,50.495,0.168871,0.434818,,,0.0027925,0.0246935
poultry manure,7.79297,28.1227,60.0,40.0126,8.35207,23.79009284,51.65631667,,,,,,,22.9941,57.9978,0.11185,0.462134,,,0.002377,0.0151913
poultry manure,7.79297,28.1227,60.0,49.9572,8.19083,24.56434168,52.05176963,,,,,,,21.5079,69.3289,0.131483,0.762603,,,0.0015105,0.0132534
poultry manure,7.79297,28.1227,60.0,60.0453,7.8784,24.49394628,49.2736457,,,,,,,19.8597,75.6436,0.0621042,0.859789,,,0.001644,0.00350007
food waste,8.11896,29.7059,55.0,0.0,8.11896,25.927,55.0,,,,,,,29.7059,0.0,1.71675,,,,0.0319237,0.0507769
food waste,8.11896,29.7059,55.0,3.0,7.584,54.9211,55.03910795,,,,,,,26.6602,15.2941,1.48555,,,,0.0266198,0.186413
food waste,8.11896,29.7059,55.0,7.0,7.17744,63.3558,57.82377084,,,,,,,25.1809,7.05882,1.46858,,,,0.023782,0.0301175
food waste,8.11896,29.7059,55.0,10.0,7.211,63.4456,60.11421968,,,,,,,24.39,8.82353,1.35828,,,,0.00331492,0.0278586
food waste,8.11896,29.7059,55.0,14.0,7.04448,61.5149,61.16822344,,,,,,,24.0871,14.1176,1.05807,,,,0.000376695,0.00985907
food waste,8.11896,29.7059,55.0,21.0,7.37434,38.2696,56.893825,,,,,,,21.4249,46.4706,0.747728,,,,0.00253641,0.014112
food waste,8.11896,29.7059,55.0,28.0,7.03505,34.1535,55.91117841,,,,,,,21.6058,40.5882,0.658456,,,,0.00263687,0.000419888
food waste,8.11896,29.7059,55.0,42.0,6.89105,31.9887,51.46938977,,,,,,,20.9866,93.5294,0.40737,,,,0.000276243,0.000604737
food waste,8.03532,31.3723,55.0,0.0,8.03532,25.927,55.0,,,,,,,31.3723,0.0,1.7962,,,,0.0369412,0.0226565
food waste,8.03532,31.3723,55.0,3.0,7.48921,60.4831,54.99196364,,,,,,,28.4249,7.64706,1.17467,,,,0.0134103,0.0550845
food waste,8.03532,31.3723,55.0,7.0,7.4224,60.3219,57.89880568,,,,,,,27.3378,23.5294,1.07826,,,,0.040884,0.00340081
food waste,8.03532,31.3723,55.0,10.0,7.43433,61.1703,60.81966892,,,,,,,27.7233,24.7059,1.04049,,,,0.0331492,0.0219938
food waste,8.03532,31.3723,55.0,14.0,7.35675,40.869,61.59966437,,,,,,,25.2636,29.4118,0.923359,,,,0.000301356,0.000886659
food waste,8.03532,31.3723,55.0,21.0,7.51934,33.6349,57.96039545,,,,,,,21.719,67.0588,0.4403,,,,0.0112757,0.000828753
food waste,8.03532,31.3723,55.0,28.0,7.50905,29.9664,56.91617159,,,,,,,18.8605,96.4706,0.0677856,,,,0.0103466,0.000520221
food waste,8.03532,31.3723,55.0,42.0,7.48291,34.8277,52.01577955,,,,,,,18.4378,125.882,0.0273993,,,,0.000175791,0.000454471
food waste,8.11896,29.7059,55.0,0.0,8.11896,25.927,55.0,,,,,,,29.7059,0.0,1.71675,,,,0.0319237,0.0507769
food waste,8.11896,29.7059,55.0,3.0,7.584,54.9211,55.03910795,,,,,,,26.6602,15.2941,1.48555,,,,0.0266198,0.186413
food waste,8.11896,29.7059,55.0,7.0,7.17744,63.3558,58.16325834,,,,,,,25.1809,7.05882,1.46858,,,,0.023782,0.0301175
food waste,8.11896,29.7059,55.0,10.0,7.211,63.4456,60.60809014,,,,,,,24.39,8.82353,1.35828,,,,0.00331492,0.0278586
food waste,8.11896,29.7059,55.0,14.0,7.04448,61.5149,61.89404617,,,,,,,24.0871,14.1176,1.05807,,,,0.000376695,0.00985907
food waste,8.11896,29.7059,55.0,21.0,7.37434,38.2696,57.27069432,,,,,,,21.4249,46.4706,0.747728,,,,0.00253641,0.014112
food waste,8.11896,29.7059,55.0,28.0,7.03505,34.1535,56.16139318,,,,,,,21.6058,40.5882,0.658456,,,,0.00263687,0.000419888
food waste,8.11896,29.7059,55.0,42.0,6.89105,31.9887,51.65161477,,,,,,,20.9866,93.5294,0.40737,,,,0.000276243,0.000604737
food waste,8.23605,31.1762,55.0,0.0,8.23605,25.927,55.0,,,,,,,31.1762,0.0,1.47496,,,,0.0160723,0.0175938
food waste,8.23605,31.1762,55.0,3.0,8.04684,29.9664,54.99196364,,,,,,,25.8759,1.76471,1.27484,,,,0.00821195,0.0447586
food waste,8.23605,31.1762,55.0,7.0,7.96369,59.3878,58.27694091,,,,,,,25.9652,8.82353,1.08862,,,,0.0323958,0.022298
food waste,8.23605,31.1762,55.0,10.0,7.99194,60.1534,61.21867801,,,,,,,26.8407,8.82353,1.12685,,,,0.00959317,0.0632469
food waste,8.23605,31.1762,55.0,14.0,7.9311,62.8557,62.18765301,,,,,,,23.793,36.4706,0.885358,,,,0.000326469,0.000335289
food waste,8.23605,31.1762,55.0,21.0,7.92081,46.8521,58.72059318,,,,,,,22.4051,51.1765,0.353944,,,,0.00612757,0.000728448
food waste,8.23605,31.1762,55.0,28.0,7.5874,31.6256,57.58536023,,,,,,,18.2725,84.7059,0.0366888,,,,0.00276243,0.00072064
food waste,8.23605,31.1762,55.0,42.0,7.59443,29.665,52.85608523,,,,,,,18.3398,125.294,0.0239494,,,,0.000376695,0.000755205
poultry manure,7.97769,20.0,60.0,0.0541978,7.97769,28.5707126,60.0,,,,,,,20.0,0.496863,0.213214,,,,,
poultry manure,7.97769,20.0,60.0,13.9841,8.417,37.86701334,60.71831425,,,,,,,,6.69048,0.882586,,,,,
poultry manure,7.97769,20.0,60.0,27.6569,8.40461,24.1553667,56.67221383,,,,,,,,20.6854,0.327891,0.0035543,,,,
poultry manure,7.97769,20.0,60.0,41.7193,8.3652,20.59974133,55.75796406,,,,,,,,37.8718,0.186881,0.00467325,,,,
poultry manure,7.97769,20.0,60.0,62.773,7.85777,21.2770592,54.6015191,,,,,,,,69.8223,0.118075,0.00477198,,,,
poultry manure,7.97769,20.0,60.0,90.5091,7.78281,21.2770592,51.74581902,,,,,,,,78.3798,0.128268,0.00477198,,,,
poultry manure,7.91593,20.0,60.0,0.0794149,7.91593,27.94283828,60.0,,,,,,,20.0,0.993179,0.162246,,,,,
poultry manure,7.91593,20.0,60.0,14.0959,8.48456,38.19506085,59.3331097,,,,,,,,6.12304,0.932704,,,,,
poultry manure,7.91593,20.0,60.0,27.844,8.29362,24.14934397,52.927566,,,,,,,,32.8843,0.349976,0.00360038,,,,
poultry manure,7.91593,20.0,60.0,41.679,8.22429,20.89503642,49.69642721,,,,,,,,51.2765,0.139311,0.00379784,,,,
poultry manure,7.91593,20.0,60.0,62.8856,7.90314,21.32673235,47.61875799,,,,,,,,97.3402,0.079849,0.00389657,,,,
poultry manure,7.91593,20.0,60.0,90.8763,7.7471,21.32673235,46.96784734,,,,,,,,107.813,0.0722039,0.00387682,,,,
poultry manure,7.63535,25.0,60.0,0.0859694,7.63535,25.30279895,60.0,,,,,,,25.0,1.01642,0.148655,,,,,
poultry manure,7.63535,25.0,60.0,14.1895,8.06711,37.00682455,56.38316176,,,,,,,,9.05411,0.586975,0.00156653,,,,
poultry manure,7.63535,25.0,60.0,27.9195,8.01296,25.45854637,56.06670822,,,,,,,,34.6803,0.251439,0.00559473,,,,
poultry manure,7.63535,25.0,60.0,41.6746,7.99449,20.98455516,50.34435103,,,,,,,,52.3631,0.153752,0.00701646,,,,
poultry manure,7.63535,25.0,60.0,62.6976,7.63656,21.67547004,45.06020571,,,,,,,,77.151,0.101935,0.00715468,,,,
poultry manure,7.63535,25.0,60.0,90.7106,7.60153,21.67547004,44.52438913,,,,,,,,84.3616,0.0840963,0.0069638,,,,
poultry manure,7.68259,25.0,60.0,0.203223,7.68259,26.23394797,60.0,,,,,,,25.0,0.803451,0.0857952,,,,,
poultry manure,7.68259,25.0,60.0,14.1981,8.20209,37.59628049,55.89435205,,,,,,,,9.83412,0.654932,,,,,
poultry manure,7.68259,25.0,60.0,27.9027,8.10745,25.2061191,53.97516644,,,,,,,,36.3115,0.21916,0.00500893,,,,
poultry manure,7.68259,25.0,60.0,41.772,8.08897,21.13951127,49.49225917,,,,,,,,75.4131,0.0959887,0.00666761,,,,
poultry manure,7.68259,25.0,60.0,62.9083,7.71658,21.79650429,44.58597495,,,,,,,,105.662,0.0560642,0.00699671,,,,
poultry manure,7.68259,25.0,60.0,90.9106,7.51283,21.79650429,44.30518241,,,,,,,,115.851,0.0637093,0.00691114,,,,
poultry manure,7.54375,30.0,60.0,0.102718,7.54375,28.75268787,60.0,,,,,,,30.0,0.756762,0.157999,0.00207992,,,,
poultry manure,7.54375,30.0,60.0,14.095,7.72308,38.42939297,65.13133884,,,,,,,,7.51806,0.447664,0.00224448,,,,
poultry manure,7.54375,30.0,60.0,27.9318,7.61412,36.12431824,62.22363401,,,,,,,,17.2576,0.135913,0.0105971,,,,
poultry manure,7.54375,30.0,60.0,41.7717,7.5553,25.89896987,58.60932973,,,,,,,,55.8623,0.107881,0.0116897,,,,
poultry manure,7.54375,30.0,60.0,62.6503,7.3562,25.93530784,57.34164729,,,,,,,,89.5858,0.0857952,0.0123611,,,,
poultry manure,7.54375,30.0,60.0,90.9528,7.31573,25.32273284,56.68990865,,,,,,,,97.2926,0.0662577,0.0120254,,,,
poultry manure,7.50422,30.0,60.0,0.123088,7.50422,27.68093603,60.0,,,,,,,30.0,1.53707,0.0637093,0.0016126,,,,
poultry manure,7.50422,30.0,60.0,14.3018,7.73659,38.44010294,64.43661349,,,,,,,,6.24154,0.397546,0.0031528,,,,
poultry manure,7.50422,30.0,60.0,28.0451,7.59677,35.4205544,61.4895485,,,,,,,,37.3285,0.107881,0.00903056,,,,
poultry manure,7.50422,30.0,60.0,41.9073,7.52928,24.94663998,58.25803989,,,,,,,,75.0829,0.059462,0.0101363,,,,
poultry manure,7.50422,30.0,60.0,62.8756,7.30126,25.56860711,57.16517449,,,,,,,,118.168,0.0441718,0.0106761,,,,
poultry manure,7.50422,30.0,60.0,90.9709,7.23956,24.93574916,56.59821767,,,,,,,,129.349,0.0288815,0.0102482,,,,
poultry manure,7.09309,20.1194,70.0325,0.0,7.09309,26.6716,70.0325,,,,,,,20.1194,48.3929,0.000466272,,,,,
poultry manure,7.09309,20.1194,70.0325,1.0,8.93093,47.5703,66.2393,,,,,,,19.4627,35.8036,0.000457291,,,,,
poultry manure,7.09309,20.1194,70.0325,3.0,9.03904,55.9361,63.2072,,,,,,,18.209,30.4464,0.000394173,,,,0.0,
poultry manure,7.09309,20.1194,70.0325,7.0,8.97898,49.89,60.9136,,,,,,,16.5373,49.4643,0.000208259,,,,0.00408095,
poultry manure,7.09309,20.1194,70.0325,14.0,9.01502,44.2725,59.4083,,,,,,,14.2687,78.6607,0.000136382,,,,0.0130028,
poultry manure,7.09309,20.1194,70.0325,28.0,9.25526,29.2774,56.0337,,,,,,,10.209,99.2857,7.58e-05,,,,0.00718329,
poultry manure,7.06907,19.9172,69.6699,0.0,7.06907,26.6721,69.6699,,,,,,,19.9172,47.3214,0.000466268,,,,,
poultry manure,7.06907,19.9172,69.6699,1.0,9.01502,49.8692,61.1687,,,,,,,19.3254,41.4286,0.000442833,,,,,
poultry manure,7.06907,19.9172,69.6699,3.0,9.05105,58.8612,58.129,,,,,,,17.8462,36.0714,0.000350809,,,,0.000115817,
poultry manure,7.06907,19.9172,69.6699,7.0,8.78679,48.2217,55.1104,,,,,,,15.4793,45.1786,0.000163071,,,,0.00385212,
poultry manure,7.06907,19.9172,69.6699,14.0,8.69069,43.9591,51.7923,,,,,,,12.5799,72.5,0.000127355,,,,0.0110981,
poultry manure,7.06907,19.9172,69.6699,28.0,9.20721,30.4266,35.0061,,,,,,,9.02959,97.9464,6.5e-05,,,,0.00665009,
poultry manure,7.11712,20.213,69.8487,0.0,7.11712,27.6119,69.8487,,,,,,,20.213,46.5179,0.000460842,,,,,
poultry manure,7.11712,20.213,69.8487,1.0,8.52252,49.6598,60.2611,,,,,,,18.4379,39.0179,0.000428371,,,,,
